"file path","file size","chunk size","chunks",mime
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/082/082333.jpg",123368,4096,31,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/076/076430.txt",593916,4096,145,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/286/286891.txt",76184,4096,19,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/286/286538.pdf",133799,4096,33,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/286/286720.xls",28160,4096,7,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/888/888324.gif",15874,4096,4,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/272/272545.pdf",399831,4096,98,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/040/040090.ppt",375808,4096,92,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/424/424687.ppt",120320,4096,30,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/424/424617.ppt",173568,4096,43,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/616/616386.html",10639,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/611/611577.html",48259,4096,12,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/611/611658.unk",20160,4096,5,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/423/423364.jpg",6440,4096,2,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/047/047603.html",21852,4096,6,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/047/047672.pdf",608323,4096,149,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/275/275138.doc",145408,4096,36,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/275/275790.html",9196,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/281/281194.jpg",34794,4096,9,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/257/257628.pdf",155644,4096,38,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/257/257597.jpg",49761,4096,13,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/401/401319.jpg",61142,4096,15,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/633/633826.html",4238,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/633/633033.pdf",589859,4096,145,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/866/866479.html",11622,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/268/268856.jpg",108197,4096,27,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/250/250963.html",5764,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/439/439349.html",7542,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/292/292311.jpg",287859,4096,71,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/054/054953.html",2619,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/054/054018.pdf",1029596,4096,252,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/868/868896.jpg",435280,4096,107,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/868/868172.xls",22528,4096,6,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/266/266784.pdf",199364,4096,49,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/266/266620.csv",67864,4096,17,"text/csv"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/430/430035.html",10728,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/430/430323.html",32728,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/259/259672.jpg",1533037,4096,375,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/857/857400.pdf",385278,4096,95,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/857/857179.jpg",46503,4096,12,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/857/857904.jpg",126955,4096,31,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/605/605822.html",36773,4096,9,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/261/261808.pdf",119780,4096,30,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/261/261960.pdf",25194,4096,7,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/053/053267.html",32262,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/053/053253.pdf",58976,4096,15,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/295/295025.html",104028,4096,26,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/850/850207.html",400,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/850/850997.pdf",90813,4096,23,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/098/098846.txt",32315,4096,8,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/098/098807.doc",755200,4096,185,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/804/804655.xls",28160,4096,7,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/804/804331.xls",216576,4096,53,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/007/007835.txt",72629,4096,18,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/007/007895.pdf",188207,4096,46,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/235/235936.pdf",655335,4096,160,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/497/497738.html",17051,4096,5,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/669/669536.doc",64512,4096,16,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/803/803179.doc",59904,4096,15,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/803/803618.doc",42496,4096,11,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/490/490853.xls",52736,4096,13,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/490/490684.xls",68608,4096,17,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/232/232301.html",40498,4096,10,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/000/000816.pdf",43914,4096,11,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/000/000578.pdf",351558,4096,86,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/464/464166.pdf",4940,4096,2,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/464/464159.pdf",231362,4096,57,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/656/656424.html",40759,4096,10,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/499/499755.doc",84480,4096,21,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/835/835777.pdf",1137896,4096,278,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/009/009320.html",1340,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/660/660434.pdf",106276,4096,26,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/204/204418.txt",128929,4096,32,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/203/203006.html",94561,4096,24,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/667/667931.jpg",1371123,4096,335,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/455/455393.pdf",23567,4096,6,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/455/455518.txt",3832,4096,1,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/294/294354.ppt",54272,4096,14,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/436/436110.pdf",349263,4096,86,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/436/436147.ps",330962,4096,81,"application/postscript"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/052/052528.pdf",172017,4096,42,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/052/052725.pdf",509387,4096,125,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/260/260250.html",6603,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/260/260338.pdf",368633,4096,90,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/099/099989.html",2462,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/851/851360.jpg",965171,4096,236,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/267/267203.pdf",421833,4096,103,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/869/869462.jpg",853325,4096,209,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/431/431604.html",40172,4096,10,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/407/407457.html",41629,4096,11,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/063/063278.html",11884,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/063/063776.txt",23258,4096,6,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/063/063072.txt",65453,4096,16,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/097/097040.pdf",39524,4096,10,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/438/438694.ppt",852480,4096,209,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/438/438394.html",22059,4096,6,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/894/894015.pdf",471808,4096,116,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/894/894801.html",11870,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/894/894265.doc",52224,4096,13,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/090/090231.html",2208,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/090/090703.doc",41984,4096,11,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/858/858584.gif",3948,4096,1,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/858/858339.html",28854,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/064/064448.jpg",18762,4096,5,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/064/064144.html",46136,4096,12,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/064/064452.pdf",2461714,4096,602,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/064/064568.pdf",641356,4096,157,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/256/256492.txt",271104,4096,67,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/256/256762.html",3163,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/256/256420.txt",34666,4096,9,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/632/632823.xls",77312,4096,19,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/400/400240.pdf",396881,4096,97,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/893/893847.gif",13853,4096,4,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/893/893146.gif",14272,4096,4,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/867/867708.jpg",1047336,4096,256,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/833/833857.doc",68096,4096,17,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/833/833380.jpg",955760,4096,234,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/692/692325.xls",135168,4096,33,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/202/202817.html",5043,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/454/454876.txt",4580,4096,2,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/008/008148.txt",542332,4096,133,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/661/661496.doc",55296,4096,14,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/453/453498.txt",1072,4096,1,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/205/205348.jpg",17116,4096,5,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/668/668544.jpg",553031,4096,136,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/802/802203.ppt",8525312,4096,2082,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/001/001350.html",1064819,4096,260,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/001/001387.pdf",432424,4096,106,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/001/001484.pdf",54650,4096,14,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/233/233287.html",7156,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/233/233174.jpg",152633,4096,38,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/465/465032.xls",85504,4096,21,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/491/491485.xls",24576,4096,6,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/039/039026.ps",246120,4096,61,"application/postscript"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/496/496348.html",51585,4096,13,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/462/462945.pdf",97375,4096,24,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/234/234507.ps",1309149,4096,320,"application/postscript"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/510/510434.doc",31232,4096,8,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/510/510992.xls",6483968,4096,1583,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/180/180527.pdf",1555607,4096,380,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/977/977412.html",19362,4096,5,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/977/977110.pdf",853141,4096,209,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/379/379472.txt",255728,4096,63,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/379/379900.pdf",157381,4096,39,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/725/725789.jpg",9067,4096,3,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/725/725061.doc",50688,4096,13,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/725/725294.jpg",1511,4096,1,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/725/725827.html",14795,4096,4,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/517/517544.pdf",420663,4096,103,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/517/517210.pdf",46761,4096,12,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/341/341988.html",31011,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/341/341709.pdf",93156,4096,23,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/528/528059.ppt",4738560,4096,1157,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/145/145153.pdf",263597,4096,65,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/713/713113.xml",93385,4096,23,"text/xml"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/521/521622.pdf",50070,4096,13,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/521/521822.gif",30580,4096,8,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/348/348357.pdf",218935,4096,54,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/348/348856.html",15367,4096,4,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/946/946750.pdf",103039,4096,26,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/946/946128.pdf",303272,4096,75,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/714/714932.pdf",4853445,4096,1185,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/370/370483.txt",19070,4096,5,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/142/142669.doc",41472,4096,11,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/142/142814.html",27712,4096,7,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/384/384856.html",13047,4096,4,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/384/384606.pdf",184105,4096,45,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/189/189317.pdf",21269,4096,6,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/189/189283.pdf",43628,4096,11,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/129/129941.txt",19208,4096,5,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/129/129996.gif",27364,4096,7,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/915/915082.xml",4222,4096,2,"text/xml"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/740/740380.doc",632320,4096,155,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/740/740764.jpg",180396,4096,45,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/586/586959.xml",26705,4096,7,"text/xml"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/778/778741.html",228,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/912/912576.jpg",726810,4096,178,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/912/912768.xls",42496,4096,11,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/323/323884.ppt",68608,4096,17,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/111/111338.pdf",313680,4096,77,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/111/111807.csv",313202,4096,77,"text/csv"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/747/747510.jpg",611098,4096,150,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/118/118130.pdf",4831460,4096,1180,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/924/924178.pdf",169918,4096,42,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/543/543464.xls",84480,4096,21,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/771/771767.html",52564,4096,13,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/127/127725.xls",181248,4096,45,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/127/127867.jpg",55215,4096,14,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/923/923489.ppt",2063872,4096,504,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/120/120669.ppt",1717760,4096,420,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/312/312772.pdf",236557,4096,58,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/312/312955.html",9177,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/312/312044.html",8850,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/776/776384.doc",30208,4096,8,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/544/544060.gif",4635,4096,2,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/544/544238.txt",13902,4096,4,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/782/782151.jpg",881216,4096,216,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/385/385582.html",13140,4096,4,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/385/385059.pdf",1173096,4096,287,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/527/527337.pdf",121728,4096,30,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/527/527816.html",14354,4096,4,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/527/527417.html",46202,4096,12,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/143/143961.jpg",12894,4096,4,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/143/143976.html",141073,4096,35,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/143/143879.pdf",175184,4096,43,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/371/371171.jpg",177994,4096,44,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/371/371736.txt",1283,4096,1,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/188/188908.xls",63465,4096,16,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/940/940554.ppt",1504768,4096,368,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/518/518392.doc",46080,4096,12,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/518/518561.doc",178176,4096,44,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/376/376069.txt",50618,4096,13,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/144/144325.pdf",351285,4096,86,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/978/978601.pdf",15009,4096,4,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/520/520936.pdf",170974,4096,42,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/520/520616.ppt",47616,4096,12,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/947/947813.ppt",1820672,4096,445,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/724/724914.ppt",691712,4096,169,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/340/340707.html",6089,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/340/340363.html",231853,4096,57,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/172/172226.html",151178,4096,37,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/172/172894.html",2793,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/971/971608.xls",20480,4096,5,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/985/985268.gz",5892,4096,2,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/985/985333.gz",983495,4096,241,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/985/985500.gif",3678,4096,1,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/175/175433.html",30303,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/723/723052.xls",19968,4096,5,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/982/982322.jpg",2413,4096,1,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/976/976696.gif",3578,4096,1,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/748/748968.pdf",53215,4096,13,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/748/748565.xls",63488,4096,16,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/922/922388.jpg",99111,4096,25,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/777/777088.jpg",70757,4096,18,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/777/777127.doc",85504,4096,21,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/925/925071.jpg",712085,4096,174,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/119/119760.txt",5907,4096,2,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/119/119417.txt",7544,4096,2,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/589/589809.swf",23265,4096,6,"application/x-shockwave-flash"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/589/589834.xml",10608,4096,3,"text/xml"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/589/589080.swf",29215,4096,8,"application/x-shockwave-flash"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/542/542766.log",606703,4096,149,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/126/126056.jpg",43241,4096,11,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/314/314521.txt",389362,4096,96,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/779/779675.gif",3556,4096,1,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/779/779728.ps",20231,4096,5,"application/postscript"
